,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
1772,42.8,153918,76723,77195,87437,50468,6717,16836,1121,26557,5539,6433,12062,12170,23235,12637,2972,1955,88806,10722,2.8,3.1,6.3,6.3,8.6,15.3,13.8,20.4,11.6,11.8,6.966046856118193,26.50697124442885,7.861328759469329,92.11853064618823,1.5924063462363076,1.9399940227913564,0.020140594,0.2644265128185137,0.5191075767616523,3.545394300861498,13.977572473654805
1773,44.7,315169,157222,157947,174927,108994,14420,29011,2303,50526,7578,13816,26216,22981,62863,29787,5019,3433,110225,15149,2.3,1.9,4.2,4.2,6.8,13.3,12.8,21.0,14.2,19.2,4.806627555375053,32.07866255881765,7.876726454695734,92.10201510935404,0.8928543099099214,2.051597714,0.0212584359502362,0.049179964,1.0670465686663346,3.8160478981118064,10.842119624709284
1774,37.7,130965,64834,66131,78552,45602,5175,12417,981,18756,4104,6334,9484,10278,21650,9755,1208,1406,83212,11112,3.0,4.0,5.1,7.1,9.3,15.9,13.3,18.7,11.6,12.0,8.484709655251404,25.975642347192,10.140113770854809,89.78505708,1.1033482228076203,2.9840033596762496,0.074829153,0.0488680181727942,0.8231206810980033,5.180773489100141,13.068377047302716
1775,47.0,43356,21845,21511,25361,13177,2843,5313,475,10204,1703,1498,3115,3319,5986,3048,474,335,70788,4990,6.3,3.5,7.3,8.6,11.1,15.8,14.5,17.7,7.3,8.0,11.509364332503,22.702740105175756,5.3233693145124095,94.66279177045853,0.7519143832456869,0.7542208690838638,0.013838915,0.2075837254359258,0.3575053049174278,3.2521450318295044,14.466279177045854
1776,42.0,274339,133897,140442,159271,91238,14225,25299,4424,55577,6682,13072,22315,14049,37957,13994,4139,1541,73113,34989,4.9,3.5,7.6,7.9,11.2,16.1,11.8,18.2,8.8,10.0,12.75392853367549,21.007220993005006,39.8146089327438,60.12634003914864,13.508833960902386,7.800203397985704,0.0590510281075603,0.3342579800903262,9.137964343385374,9.033349250380004,14.082576666095598
1777,42.0,953243,467592,485651,534333,338869,44494,64388,9001,127582,11952,30016,64739,44593,208030,97521,29083,13811,118714,63825,3.2,2.2,4.2,4.9,6.9,11.5,10.0,17.9,12.9,26.5,6.695564509783969,36.553638474135134,37.66972325000027,62.30887612077928,5.7371520168519465,16.631960580880218,0.021400629220461,0.2479955268488727,5.868598038485465,9.184017086933762,8.256236867199654
1778,41.7,461853,228468,233385,261052,160044,22620,36915,5086,77834,9105,21863,39770,25868,87020,35832,8652,3667,102615,29718,2.9,1.7,4.3,4.7,8.1,13.7,13.3,20.2,13.0,18.1,6.434514878110567,29.26710446830485,32.30032066480027,67.65161209302526,16.51889237484654,5.478799531452648,0.0480672421744581,0.1963828317668176,3.225918203411042,6.880327723323222,11.24297124842753
1779,38.7,522581,253604,268977,303425,179717,24001,41857,6967,92472,13226,22142,42843,27713,74997,33228,10330,4964,82005,64050,5.3,3.8,6.5,6.9,9.0,14.6,12.4,18.9,10.5,12.0,12.25647315918489,23.636335802488038,41.76864447808091,58.19423209033624,19.30303627571611,5.925205853255284,0.037123431582855,0.2139381263383092,9.428394833,6.898069390199797,14.374422338355204
1780,50.9,95456,46347,49109,52830,32928,6475,8145,846,20251,2604,5810,7958,5494,16309,7051,1905,738,83870,8443,3.7,3.5,5.8,7.2,9.6,15.7,13.7,17.4,10.6,12.9,8.844912839,27.240822996982907,12.6686641,87.3313359,3.772418706000671,0.8003687562856184,0.0,0.069141804,3.0013828360710693,5.025351994636272,14.717775729131748
1781,37.9,153588,78755,74833,89332,47420,7859,11917,2251,34105,6651,7136,10341,8167,12061,4586,794,599,62310,22292,5.7,5.5,9.6,8.4,10.7,17.7,12.2,16.8,6.5,6.9,14.514154751673308,11.745709300205744,43.34127666223924,56.63788838,18.991067010443523,1.556111155,0.020834961,0.9199937495116806,10.258613954215171,11.61549079355158,13.880641716800794
1782,37.6,853374,414982,438392,502473,299976,35558,57151,13446,142725,16788,26899,62994,34516,124500,62058,17690,10116,73785,125228,7.2,4.7,7.5,7.1,9.6,14.5,10.5,14.4,8.2,16.2,14.674456920412387,25.11958414,64.49282495131091,35.47260638360203,37.754607007009824,5.706173378,0.0345686650870544,0.2991654303974576,11.58003407650104,9.152845059727625,11.545582593329536
1783,40.2,302621,148499,154122,173331,104832,14483,23581,2946,56977,7751,13671,23714,19264,48158,18370,4065,2467,99668,22231,3.0,2.4,4.5,5.8,8.1,14.0,12.3,20.5,13.0,16.3,7.346152448111665,24.14240915204166,21.455219565066532,78.52891901090804,10.446069506081864,3.237052286523407,0.015861424,0.11334309251506,3.0976039336331587,4.561150746313046,12.609171207550038
1784,35.6,712029,356520,355509,424873,253116,25600,49446,11351,107200,12119,17290,46602,24467,140539,73996,14197,10054,86854,99546,5.3,4.5,6.0,6.4,8.0,13.9,11.3,16.4,10.0,18.2,13.980610340309171,33.535993618237455,58.60842746573525,41.37471928811888,12.071980214289024,16.024066435496305,0.016853246,0.6001160065109707,14.631988303847171,15.280276505591766,8.591503998
1785,46.4,129099,63792,65307,71720,46703,5101,9337,662,16651,1561,4208,9241,6129,30308,15673,3494,2528,133534,4685,2.1,0.8,3.3,3.4,6.3,10.8,9.9,19.2,14.8,29.4,3.6289979008357927,40.28148939960805,14.031092417447075,85.92553001959736,2.571669803793988,4.456269994345425,0.0433775629555612,0.122386695481762,1.7273565248375276,5.153409398988373,8.604249451970967
1786,39.3,383732,189495,194237,223531,136393,16461,26838,5063,60272,5639,13063,23980,15521,62306,36469,6769,9234,92697,41079,5.4,4.1,5.2,5.4,8.3,12.1,12.5,17.5,11.0,18.6,10.705127536926812,29.910979537802422,46.2090729988638,53.76512774540565,19.707504195636535,12.186109055278164,0.0257992557305619,0.265810513587608,7.022870128110244,7.026779106251238,10.120344407034075
1787,39.1,860147,427707,432440,485071,306770,37805,51359,14052,125365,13849,28116,57175,39040,156153,85932,13151,11532,105206,69626,3.3,2.5,4.7,4.5,7.8,12.8,12.1,20.1,13.2,19.0,8.094662889017808,31.01423361355675,52.10760486288971,47.851471899570655,10.23034434811724,24.96096597442065,0.0409232375396298,0.5914105379661848,8.697350569146902,7.627533433238737,9.524999796546403
1788,43.3,643064,315742,327322,362620,227858,31543,43919,6920,87808,9433,24692,45763,34217,138371,63454,16729,8054,118527,40595,3.4,2.2,4.6,4.7,6.7,10.6,10.5,18.0,13.4,26.0,6.312746476244977,35.23879427242079,21.455873754400805,78.50213975591855,6.590945846758643,5.411592003284277,0.04198649,0.3410235995173108,3.1794658074468485,5.932846497393728,10.320279163504722
1789,42.7,508816,252441,256375,283108,183094,22980,34296,4122,62548,5088,15527,31373,21951,118638,63667,14932,8362,130808,24800,2.7,1.5,2.9,3.9,5.7,10.6,10.8,18.2,13.8,29.8,4.874060564133203,40.40733781956542,26.1896245401088,73.79936951668186,3.3827552592685763,10.74337284991038,0.011005943,0.1452391434231628,4.089887110468225,7.828370177038457,8.783921889248766
1790,41.8,638691,310873,327818,342364,203721,41112,48516,8825,132585,11953,31260,51579,34219,93595,38555,6882,4101,82379,66258,3.5,2.5,6.5,7.1,10.4,15.8,12.3,19.0,10.2,12.6,10.374030634532192,22.41036745468466,12.970747982983946,87.01265557,3.101656356516688,1.8719537303641356,0.016596445,0.2403353108154021,3.0138204546486485,4.7429821306390725,12.61642954104567
1791,37.8,519986,255780,264206,298426,180967,22452,35443,6726,108410,8848,16568,38709,18318,70286,25478,5499,2966,84465,68995,4.5,4.1,6.3,6.9,9.7,14.0,11.8,17.6,10.5,14.7,13.268626463020158,20.044578123257164,49.34228998473036,50.62328601154646,10.737019842841924,5.455723807948676,0.0344240037231771,0.2965464454812245,17.432969349174783,15.420030539283747,8.982357217309698
1792,41.8,64840,32077,32763,37229,21310,4031,5559,831,16351,1746,3110,5032,4307,6792,2495,656,377,73378,8271,4.0,5.3,7.8,8.0,9.8,16.1,13.9,16.7,9.9,8.6,12.756014805675507,15.91610117211598,24.623689080814312,75.35780382,14.639111659469464,0.8991363355953115,0.018507094,0.3207896360271437,3.854102406,4.910549043800123,15.58451573103023
1793,42.0,344978,170153,174825,192165,124018,14180,21313,3316,39457,3967,10628,20438,14685,75626,44946,9849,8508,131948,18097,2.7,1.6,3.5,3.8,5.4,9.7,11.1,18.2,13.1,30.9,5.245841763822621,40.27184342189937,42.31661149406629,57.676431540562014,9.594814741809625,19.05338891175669,0.006956965,0.3565444752998742,6.203873870217811,7.107989494982289,8.129214036837132
1794,44.5,144808,72893,71915,80136,50855,5988,12670,1499,27060,3082,8500,11974,8729,26428,10806,2447,1269,111094,7948,2.9,1.1,4.5,4.2,5.9,12.5,12.9,22.0,14.9,19.0,5.488647036075355,28.27882437434396,12.589774045632836,87.40124854980388,2.199464118,1.905281476161538,0.008977405,0.0179548091265675,2.298906137782443,6.16816750455776,11.161676150488924
1795,39.0,572079,282245,289834,322875,201749,25234,36467,7644,96847,9003,19260,41886,21804,89290,43587,10152,6084,95000,50130,2.9,2.6,5.4,6.0,8.8,14.1,12.0,17.1,11.7,19.5,8.762775770479251,26.06510639264857,55.42730986454668,44.55748244560629,20.663055277330574,5.635060892,0.0152076898470316,0.3473296520235842,18.700738883965325,10.08112515928744,8.913104658622323
1796,44.0,109739,54469,55270,61742,37913,5685,10217,863,23132,2369,5036,8713,7012,18944,7552,1018,605,92620,8373,3.4,3.0,6.3,5.7,7.8,14.5,13.5,21.3,12.1,12.4,7.629921905612408,25.623524909102507,17.61087671657296,82.36816446,5.158603595804591,2.823973245610038,0.0209588204740338,0.092036559,2.7966356536873858,6.739627661998012,11.765188310445694
1797,38.6,674692,332549,342143,397354,217823,30928,80136,7857,86281,19795,29358,73378,42732,93393,53529,12362,12722,62220,109353,6.9,4.9,8.6,8.7,11.8,17.0,12.4,15.4,7.1,7.1,16.20784002181736,25.494003189603557,39.63971708572208,60.27179809453796,2.8719771391983304,2.744511569723666,0.08848482,4.917799529266688,10.515613050102862,18.58981579743053,14.730721573695847
1798,59.5,3635,1903,1732,2072,1155,364,509,13,978,169,185,790,265,217,103,96,20,44777,756,2.5,9.4,19.4,12.8,12.2,19.9,7.3,15.2,0.7,0.6,20.79779917469051,11.994497936726273,11.196698762035764,88.80330123796423,0.4676753782668501,0.0,0.0,2.2283356258596974,1.7056396148555708,6.795048143053645,41.100412654745526
1799,36.2,64701,32652,32049,35724,19651,3128,7438,1077,8689,2611,3781,7859,3657,4537,2023,512,248,49673,13522,7.0,7.1,12.5,9.8,14.0,16.7,10.9,11.5,6.1,4.4,20.8992133042766,11.313580933834098,30.56521537534196,69.39150863201496,1.5625724486483978,1.1839075130214372,0.043275993,0.9999845442883416,12.180646357861548,14.638104511522233,18.92861006785057
1800,38.0,27211,13765,13446,15086,8478,1327,3009,414,4764,1272,1161,3581,1998,1507,974,180,47,49866,7063,5.4,8.2,11.8,10.1,14.6,18.2,11.1,12.5,6.1,2.0,25.95641468523759,9.951857704604755,57.20113189518945,42.70331851089632,1.4699937525265518,0.2572489066921465,0.095549594,41.72209768108486,3.403035537098968,10.348756017786924,20.58726250413436
1801,49.2,12370,6273,6097,7030,4012,1068,1456,188,2498,484,806,1664,869,1169,710,123,36,46286,2130,3.2,6.8,13.4,15.7,13.9,21.1,9.1,11.8,2.3,2.7,17.219078415521423,16.47534357316087,26.200485044462408,73.79951495553759,0.7841552142279709,0.6143896523848019,0.0,2.5869037995149555,7.793047696038803,14.421988682295876,24.268391269199675
1802,31.7,48327,24945,23382,25228,14802,2167,4324,562,6153,1424,2306,4925,2928,4028,1872,298,199,55427,9113,6.4,5.9,10.7,10.6,11.9,19.9,14.5,12.2,5.1,3.0,18.856953669791213,13.23690690504273,39.46655078941379,60.38032569785007,5.642808367993048,1.5064042874583567,0.1531235127361516,0.6787096240196991,19.82949489933164,11.809133610611044,16.30765410640015
1803,28.5,1695,1063,632,1026,366,153,68,11,265,19,54,461,60,53,52,0,0,34702,273,9.3,8.4,23.1,9.6,8.8,11.1,2.6,24.6,2.0,0.7,16.10619469026549,6.1946902654867255,57.93510324483776,42.06489675516224,0.0589970501474926,0.0,0.0,0.0589970501474926,48.08259587020649,9.734513274336283,13.628318584070795
1804,33.2,219870,108834,111036,127592,73357,8880,18208,2114,24427,5772,7963,19646,10928,23076,13243,2110,2437,51232,48732,8.2,6.4,12.5,10.5,11.5,18.0,10.4,13.0,5.6,4.0,22.164006003547552,18.58643744030564,41.19616136808114,58.629189975894846,1.857461227088734,1.177059171328512,0.1746486560240142,1.2357302042115796,18.52139900850503,18.404511756947286,14.476281439032157
1805,35.7,61264,31413,29851,31629,18598,2746,5853,928,9393,2410,3858,6559,3871,4615,2237,128,251,77458,7132,5.4,4.6,8.0,6.0,8.6,14.5,14.8,19.2,11.1,7.9,11.641420736484722,11.803016453382083,29.06437712196396,70.93562287803604,1.504962131104727,0.7231000261164795,0.0,1.6910420475319927,8.977539827631235,16.167733089579524,15.364651344998697
1806,48.1,28006,14084,13922,16324,8744,2029,3627,464,4183,1302,1093,4238,1857,3153,1794,228,200,44895,5538,7.2,6.2,12.4,14.8,14.7,14.7,9.2,13.6,3.5,3.7,19.77433407127044,19.19231593230022,28.565307434121262,71.43469256587875,0.9140898378918804,0.8498178961651075,0.0,1.0819110190673429,5.156037991858888,20.56345068913804,22.030993358566025
1807,43.0,4413,2590,1823,2410,1230,232,791,14,1231,273,116,397,243,348,96,32,0,38713,801,7.6,4.2,19.3,12.4,19.6,12.5,6.2,6.9,0.0,11.4,18.150917743031957,10.786313165646952,54.04486744,45.95513256,1.9714479945615229,0.090641287,0.0,8.021753908905506,20.394289598912305,23.566734647632,17.28982551552232
1808,42.2,671,339,332,357,239,49,50,18,128,15,6,63,53,74,66,4,0,39489,96,2.9,0.8,20.2,15.6,18.5,10.3,6.2,11.1,2.1,12.3,14.307004470938898,21.460506706408346,48.13710879,50.81967213114754,0.1490312965722801,0.0,1.0432190760059614,0.0,33.68107302533532,14.307004470938898,18.330849478390466
1809,42.1,4160,2066,2094,2224,1192,281,499,43,765,298,176,458,226,330,128,8,26,53651,939,4.8,7.1,14.8,9.2,10.3,25.6,9.6,11.6,5.2,1.8,22.572115384615383,11.826923076923077,30.60096153846154,69.39903846153847,0.1682692307692307,0.0,0.0,0.6730769230769231,8.677884615384615,21.08173076923077,16.995192307692307
1810,32.2,73103,37934,35169,38050,21567,2847,5608,616,11803,2577,2795,6149,3372,3298,2636,258,146,65855,12557,8.2,4.9,7.4,9.2,9.1,17.3,13.5,16.2,7.1,7.0,17.17713363336662,8.669958825219211,37.64004213233383,62.35995786766617,4.210497517201756,0.6018904832906995,0.0,1.094346333255817,7.999671696100023,23.733636102485534,11.501579962518637
1811,51.7,20222,9878,10344,11125,6442,1525,2693,309,3981,524,919,3305,1394,2191,1156,216,168,47919,3140,9.0,3.9,14.9,13.0,12.7,18.6,9.1,8.1,7.0,3.7,15.527643160913856,18.450202749480763,23.756305014340818,76.24369498565919,1.8099099990109784,0.2818712293541687,0.0,2.4873899713183665,3.990703194540599,15.186430620116704,22.92058154485214
1812,41.2,19253,9884,9369,9967,6709,496,1711,57,1265,153,366,1500,640,3869,3078,317,2410,135801,710,2.1,1.0,2.6,3.9,3.5,8.1,9.9,24.6,17.9,26.3,3.687736976,50.24671479769387,21.362904482418323,78.63709551758168,1.1634550459668622,5.344621617410274,0.0,0.9505012205889992,3.5163351166052044,10.387991481846983,10.616527294447618
1813,36.5,25393,12969,12424,13287,7440,1842,2695,332,4823,1048,643,2544,1036,1129,622,180,22,38241,5816,7.4,9.2,17.3,13.7,13.6,16.2,9.6,10.1,1.6,1.4,22.90394990745481,7.6910959713306815,32.70980191391328,67.24294097,1.898160910487142,1.1971803252864963,0.0472571181034143,0.8466900326861734,7.135824833615563,21.63194581183791,22.325050210687987
1814,33.6,72073,35101,36972,43228,23364,3700,4779,484,14445,1704,2025,9166,3496,3341,1670,335,268,44029,23950,13.6,9.4,10.7,9.0,11.8,16.7,10.8,11.4,3.3,3.3,33.23019716121155,7.789324712444327,89.54809706825024,10.374203932124374,0.5355681045606537,1.329207886448462,0.077699,76.37950411388454,5.647052294201712,5.656764669154884,15.015331677604651
1815,59.4,4208,1872,2336,2624,1538,250,585,23,1197,144,157,778,194,258,389,19,33,40231,911,5.0,15.4,16.6,12.1,7.0,20.8,7.7,12.8,1.6,1.1,21.649239543726235,16.611216730038024,47.409695817490494,52.59030418250951,0.0,0.0,0.0,0.6178707224334601,27.18631178707224,19.60551330798479,34.030418250950575
1816,35.9,67850,35846,32004,37818,20140,3189,7560,1007,10087,2819,4241,7564,4646,6168,2608,340,280,50833,12457,6.3,5.5,9.6,11.1,16.7,18.6,12.5,12.4,4.1,3.2,18.35961680176861,13.848194546794398,35.749447310243184,64.18422991893884,3.705232129697863,1.2277081798084009,0.066322771,6.720707442888725,8.106116433308769,15.989683124539424,18.58511422254974
1817,46.6,8641,4206,4435,4669,2420,1014,1145,93,1716,710,365,1189,496,637,339,47,0,38998,2094,9.7,10.0,13.9,12.8,15.3,14.8,8.8,9.7,2.8,2.1,24.23330633028585,11.838907533850248,27.08019905103576,72.50318250202523,2.6154380280060177,0.5786367318597384,0.4166184469390117,2.488137946996875,8.760560120356441,12.63742622381669,24.372179145932183
1818,41.7,40285,19854,20431,23690,13399,2099,4189,228,7660,1407,1917,5502,2069,2941,1889,76,142,52031,8722,7.8,7.2,12.2,8.6,12.5,18.7,10.7,11.5,6.1,4.7,21.650738488271067,12.530718629762935,64.62951470770759,35.348144470646645,0.6329899466302593,0.546108974,0.0223408216457738,14.96586818915229,30.53493856274048,17.94960904,15.77758470894874
1819,31.3,19142,9583,9559,10674,5938,1259,1745,172,3032,596,797,2169,704,1453,714,51,61,52644,3697,6.2,4.9,12.3,7.6,16.7,18.2,13.5,13.5,5.3,1.8,19.313551353045657,11.905756974192874,28.88935325462334,70.94347508097377,1.953818827708704,0.7000313446870755,0.1671716644028837,1.0448229025180231,12.720718838156934,12.469961341552608,19.167276146693133
1820,40.8,149460,74086,75374,82359,49623,6047,14343,1124,21533,4372,6377,18589,11206,20227,9759,1781,1640,76424,14965,4.0,2.8,5.5,6.0,11.1,19.8,15.0,19.3,8.9,7.7,10.012712431419777,22.351799812658903,39.462063428342034,60.29907667603373,2.268834470761408,1.585039475444935,0.2388598956242472,12.186538204201792,7.246085909273384,16.17556536866051,14.039876890137828
1821,36.8,121798,60435,61363,68858,38224,5788,10984,1908,19879,3499,5008,17386,9902,7345,3825,831,552,50734,29458,7.8,6.3,10.4,10.0,14.8,17.4,11.5,11.7,5.9,4.1,24.18594722409235,10.306408972232711,54.97791425146554,44.99909686530156,0.7463176735250168,0.7955795661669322,0.022988883,39.51460615116833,6.720143187901279,7.2012676727039855,15.489581109706236
1822,45.0,27215,13545,13670,17466,8469,1874,3034,316,3817,1105,941,4236,1697,2768,1557,136,240,43490,6092,7.5,12.1,9.6,13.7,16.1,13.3,9.1,11.5,4.3,2.9,22.38471431196032,17.27356237369098,43.66709535182803,56.33290464817197,1.3668932573948192,0.7018188498989527,0.0,2.8036009553555026,22.134852103619327,16.659930185559436,23.16002204666544
1823,47.7,154481,75375,79106,90810,50817,7552,20900,1110,20547,3907,6202,17134,8726,24664,15429,4868,4198,70522,18751,5.3,3.4,7.9,8.4,11.3,16.4,13.5,15.6,8.2,10.0,12.138062285976916,31.82203636693185,32.55416523714891,67.36491866313656,1.0305474459642283,1.3716897223606783,0.0809161,3.164143163236903,11.618257261410788,15.369527644176308,13.890381341394734
1824,55.4,11506,5822,5684,6446,3519,1301,1625,137,2682,636,529,1700,926,1075,599,78,58,35256,2834,8.6,10.1,18.4,12.7,8.4,16.8,8.1,13.3,1.7,1.8,24.63062749869633,15.730922996697377,21.606118546845124,78.39388145315488,0.2607335303320007,0.269424648009734,0.0,3.076655657917608,4.362941074222145,13.636363636363637,29.688857987137148
1825,39.6,16453,8366,8087,9813,5208,839,1430,170,4058,596,552,1357,708,680,546,67,500,40699,4812,7.0,12.9,14.1,12.0,10.7,14.6,11.5,9.9,4.0,3.4,29.246945845742417,10.897708624566947,38.78320063210357,61.21679936789644,0.9056099191636784,1.9814015681030817,0.0,12.08290281407646,4.388257460645475,19.425028870114872,23.752507141554734
1826,49.8,34475,17035,17440,21541,11176,2103,4666,250,5836,1138,1433,5095,2094,5014,3220,561,325,55145,5087,6.6,6.3,13.8,7.8,11.4,18.0,9.2,14.3,5.9,6.5,14.755620014503265,26.45395213923133,35.05438723712835,64.93691080493112,0.1392313270485859,0.6845540246555475,0.008701958,5.98404641,9.810007251631616,18.43654822335025,19.028281363306743
1827,43.0,15203,7805,7398,8489,4937,851,1585,170,3157,707,887,2151,692,958,482,45,58,50727,3219,5.8,4.8,13.9,12.3,12.6,17.9,12.5,16.5,0.8,2.8,21.173452608037888,10.149312635664014,33.914359008090514,66.08564099190949,2.2364007103861083,0.7564296520423601,0.0,2.3482207459054134,14.898375320660396,13.67493257909623,23.140169703348025
1828,39.4,4074,2182,1892,2243,1081,363,555,59,1048,180,237,425,170,278,123,8,35,41714,639,6.8,8.1,11.2,17.9,10.5,22.6,13.3,5.4,2.9,1.3,15.68483063328424,10.89837997054492,30.01963672066765,69.98036327933235,1.2272950417280315,0.0,0.0,3.3382425135002456,4.958271968581247,20.495827196858123,20.495827196858123
1829,38.8,76613,38604,38009,42653,23796,3824,9246,1918,12998,3082,4167,8214,4830,5911,4126,537,451,56246,13292,6.1,6.0,9.7,9.6,12.8,18.5,12.9,14.8,5.4,4.1,17.34953598,14.39050813830551,36.88930077140955,63.07154138331615,1.463198151749703,0.7687990288854373,0.0391578452743007,4.073721170036417,10.74752327,19.836059154451597,20.967720882878886
1830,38.1,315041,153405,161636,196176,112320,15121,25299,2986,37153,8772,11736,20239,24169,47712,32349,8000,6032,78829,37608,5.3,3.8,6.5,5.9,9.8,16.6,12.6,18.9,9.4,11.0,11.937493850006826,29.86690621,27.834472338521017,72.09728257591868,12.206347745214115,7.3295221891753775,0.068245086,0.084116036,2.1060750822908765,6.108411286150057,11.655943194695292
1831,38.9,47222,23892,23330,27324,15845,2594,4078,456,8611,1586,2349,3169,4317,3833,2867,256,387,58725,7236,6.8,4.5,8.8,9.3,12.8,19.3,14.4,15.3,5.4,3.4,15.323366227605778,15.549955529202492,5.550379060607344,94.39456185676168,1.662360764050654,0.9317690906780738,0.055059082630977,0.1207064503832959,0.6458853924018465,2.189657363093473,16.22972343399263
