,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
586,34.9,21626,10930,10696,10544,6814,875,1693,282,3985,889,1101,1647,1177,1213,544,314,70,63594,3229,2.4,6.7,8.7,9.3,12.0,21.3,11.8,18.0,5.9,4.0,14.931101451955978,9.900120225654303,23.66133357995006,76.33866642004993,0.097105336,0.1387219088134652,0.0,1.3687228336261907,11.513918431517618,10.54286506982336,12.29538518450014
587,40.7,42200,21000,21200,22936,13141,2686,4859,368,7032,1732,2576,5174,3331,5147,1468,280,673,65023,5749,5.3,4.8,8.1,11.2,11.1,14.9,13.4,18.1,8.2,5.0,13.623222748815166,17.933649289099527,11.18483412322275,88.75118483412322,0.1042654028436019,0.886255924,0.063981043,4.983412322274881,0.6872037914691943,4.523696682464455,17.393364928909953
588,39.7,4572,2315,2257,2058,1437,282,304,35,913,220,197,489,218,525,165,3,3,67383,611,6.8,4.6,7.9,5.3,17.9,12.7,21.3,13.4,7.0,3.3,13.36395450568679,15.223097112860891,6.321084864391952,93.67891513560804,0.0,0.0,0.0,0.6780402449693788,1.3779527559055118,4.2650918635170605,15.04811898512686
589,38.9,12043,6238,5805,6056,3851,540,949,193,2169,573,615,1170,448,847,218,4,45,58440,1560,3.9,4.2,9.8,11.0,14.1,19.3,17.5,14.5,2.5,3.4,12.95358299427053,9.250186830523957,25.815826621273768,74.18417337872623,0.3736610479116499,0.1328572614796977,0.0,3.562235323424396,12.43045752719422,9.316615461263805,17.22162251930582
590,40.0,25571,12729,12842,12650,8249,1471,2225,438,4881,988,1686,2192,1472,2481,726,154,78,62721,2663,4.6,2.6,6.0,8.7,15.7,23.4,11.6,18.5,3.6,5.3,10.414141019123226,13.448828751319857,16.964530131789918,83.01591646787377,0.078213601,0.7860466935200032,0.0195534003363184,0.8759923350670681,5.37327441242032,9.851003089437253,16.77290681
591,35.3,7918,3982,3936,3711,2464,336,535,24,1363,188,310,1179,327,473,177,43,17,56671,875,3.9,5.6,3.3,16.6,15.0,19.7,12.3,18.2,4.8,0.7,11.05077039656479,8.966910836069715,28.83303864612276,71.16696135387724,0.037888356,0.0,0.0,3.296286941146754,17.504420308158625,7.994443041172013,11.909573124526396
592,46.1,13399,6666,6733,7250,3658,1001,2232,167,2733,842,623,2163,1056,675,275,108,72,44807,2098,5.8,6.0,13.6,12.7,18.9,15.4,11.1,10.8,3.9,1.7,15.657884916784834,8.433465183968952,8.493171132174043,91.1859094,0.8582730054481678,0.0298529741025449,0.3209194716023584,1.8061049332039705,0.3209194716023584,5.478020747817001,25.03171878498395
593,38.6,11813,6046,5767,6400,3774,426,960,20,1233,242,340,1226,733,2754,830,205,47,88906,1178,3.0,3.6,4.1,6.6,4.6,18.5,14.8,19.1,13.0,12.7,9.972064674511133,32.47269956827224,16.10090578176585,83.89909421823415,0.0,0.0,0.0,1.3121137729619912,7.661051384068399,7.127740624735461,5.612460848218065
594,35.5,90592,45073,45519,45860,27875,4237,8384,1306,13257,3230,5305,8754,6569,8180,3898,885,762,61183,11126,2.3,5.1,8.7,10.4,12.8,21.1,12.7,15.8,6.1,5.0,12.281437654539031,15.150344401271637,16.552234192864713,83.44445425644649,0.5453020134228188,1.5774019780996116,0.003311551,0.5166019074531968,5.1891999293535855,8.723728365,13.304706817379016
595,48.9,11830,6165,5665,6469,3659,746,1309,41,2258,239,747,1108,880,2184,789,272,134,72878,1628,5.3,4.2,10.6,10.0,7.4,15.8,10.3,16.1,8.9,11.3,13.761622992392224,28.56297548605241,2.0625528317836013,97.86136939983092,0.059171598,0.050718512,0.076077768,0.008453085,0.6424344885883347,1.301775147928994,13.491124260355033
596,44.7,10612,5264,5348,5471,3365,612,1310,152,1917,385,656,1551,917,863,341,54,46,50046,1894,7.6,7.1,11.6,9.9,13.7,24.0,8.4,11.2,2.8,3.7,17.84771956275914,12.287975876366378,15.209197135318508,84.55522050508858,0.1884658876743309,0.1319261213720316,0.2355823595929136,0.3203920090463626,6.728232189973616,7.840180927252168,18.17753486618922
597,41.3,65583,32311,33272,35373,21005,3691,6323,652,13919,1846,4271,5824,4466,8164,3268,517,344,63767,7731,5.4,3.3,9.2,8.9,11.9,19.2,14.2,16.8,6.5,4.6,11.788115822697955,18.744186755714136,8.529649451839653,91.45662747968224,3.930896726285775,0.7425704832044889,0.0137230684781117,0.0609914154582742,0.3644237073631886,3.430767119527926,16.71317262
598,44.9,5261,2561,2700,2928,1534,414,777,13,1267,305,437,566,283,222,146,21,0,40365,1103,8.5,10.8,13.8,10.4,14.2,18.7,10.5,7.8,3.8,1.6,20.965595894316667,7.394031552936704,36.20984603687512,63.48602927200152,33.22562250522714,0.2471013115377304,0.3041246911233606,0.0,0.0,2.737122220110245,23.455616802889185
599,40.0,16750,8893,7857,9773,4962,867,2013,159,3118,614,1123,1830,1118,1404,806,67,145,58617,2187,5.9,4.7,7.8,6.7,17.2,17.5,13.0,17.7,5.7,3.7,13.056716417910447,14.459701492537311,11.295522388059702,88.70447761,7.134328358208955,0.4597014925373134,0.0,0.8119402985074627,0.3283582089552239,2.5611940298507463,16.35223880597015
600,39.0,53459,26938,26521,29213,17862,2318,4601,822,9740,1656,3040,4865,2792,5325,2364,561,220,80502,5150,3.8,2.6,5.5,7.7,11.7,14.7,12.9,21.7,10.1,9.2,9.633550945584467,15.843917768757365,20.651340279466503,79.34865972053349,2.5888999045997867,0.9390373931424082,0.0,0.2693653079930414,8.773078433940029,8.080959239791243,13.09601750874502
601,38.5,6334,3992,2342,3848,1519,375,712,96,1453,388,346,504,360,496,127,13,10,64760,465,1.8,6.5,12.1,5.8,13.7,21.3,14.2,19.7,2.9,1.9,7.341332491316703,10.198926428796968,21.75560467319229,78.24439533,16.624565835175247,0.047363435,0.0,0.5052099778970635,2.4628986422481844,2.115566782443953,14.587938111777706
602,44.0,33203,16455,16748,18062,10804,2016,3498,531,6992,1258,2545,3178,2321,3356,1332,266,124,64165,4128,3.8,4.7,9.1,8.3,13.0,18.7,13.0,17.5,5.8,6.0,12.432611511008044,15.29379875312472,9.595518477246031,90.40448152275395,0.6144023130440021,0.9185916935216698,0.0,0.060235521,3.903261753456013,4.099027196337681,14.019817486371714
603,48.1,4472,2298,2174,2578,1307,274,408,4,1099,87,233,350,603,452,140,23,24,88059,364,3.3,3.5,5.9,5.6,6.6,15.9,15.1,25.0,8.0,11.0,8.139534884,14.288908765652952,4.852415026833631,95.14758497316636,0.7379248658318426,0.0223613595706618,0.0,0.2459749552772808,0.0,3.8461538461538463,20.88550983899821
604,45.0,15594,8383,7211,8899,4572,877,1592,189,3430,672,1159,1702,1008,1553,481,52,50,61539,1641,4.4,3.4,7.9,11.4,12.0,20.4,13.8,16.7,6.2,3.8,10.523278183916892,13.697575990765678,8.541746825702193,91.4582531742978,3.417981274849301,0.6605104527382327,0.0,0.2629216365268693,0.6605104527382327,3.5398230088495577,14.774913428241632
605,38.8,12955,6557,6398,6911,4068,898,949,114,3153,566,585,899,642,1249,366,37,28,64826,1577,4.5,5.4,8.9,8.3,10.9,20.0,16.2,16.6,5.8,3.4,12.172906213817058,12.96796603627943,17.059050559629487,82.16132767271324,3.604785796989579,0.7564646854496333,0.7796217676572752,0.9185642609031262,5.148591277499035,6.630644538788112,15.654187572365885
606,30.8,206525,103245,103280,130338,74711,6845,15452,1293,22303,4153,7922,14110,10549,24912,18368,3665,7970,61090,35991,11.4,3.2,7.7,8.1,11.5,16.3,11.2,15.2,7.1,8.2,17.426945890328046,26.590001210507204,31.616027115361334,68.34136303111003,13.203244159302749,10.988015978695072,0.042609854,0.1215349231327926,1.58915385546544,5.714078198765283,9.716499213170318
607,42.2,33893,17737,16156,18811,9950,2318,4264,459,9231,1365,1943,2780,2335,2981,831,104,226,56933,3816,6.5,5.1,9.7,9.3,13.5,19.4,13.3,14.3,4.7,4.0,11.258962027557311,12.220812557165196,5.723895789691087,94.25840143982532,2.622960493317204,0.6845071253651197,0.0177027704835806,0.138671702,0.3393031009352963,1.9384533679520848,14.324491782964031
608,41.4,15467,7715,7752,8061,4810,935,1533,182,3399,398,874,1028,1589,1790,726,74,35,65874,1371,2.8,3.6,9.5,8.5,13.7,17.5,13.9,20.8,5.5,4.2,8.864033102734854,16.971616991013125,3.827503717592293,96.17249628,0.834033749,0.1810305812374733,0.0,0.0452576453093683,0.0452576453093683,2.721924096463438,13.19583629663154
609,41.8,13248,6650,6598,6995,4067,904,1651,75,2640,835,842,1082,1367,890,295,122,82,58028,2048,3.9,4.4,11.9,9.5,12.9,20.7,13.1,14.9,4.5,4.3,15.458937198067632,10.48460144927536,4.528985507246377,95.47101449275362,0.4604468599033816,0.3170289855072464,0.0,0.5510265700483092,0.2264492753623188,2.9740338164251208,18.206521739130437
610,41.0,36998,19318,17680,20127,11706,1862,2900,309,7401,1289,2024,3064,4221,4352,1560,206,94,78054,2531,3.3,3.1,5.0,8.4,10.1,17.5,15.4,20.7,9.0,7.5,6.840910319476729,16.790096761987133,8.103140710308665,91.89685928969132,2.975836531704416,0.6081409805935456,0.0,0.040542732,0.83518028,3.6434401859559977,13.82507162549327
611,37.4,47076,23095,23981,27897,16064,2587,5244,238,7924,1783,2454,4303,3350,4881,2404,461,481,53732,8465,7.5,5.0,10.9,9.4,14.7,17.8,12.6,13.4,5.1,3.7,17.98156172996856,17.47599626,8.537258900501318,91.46274109949869,3.613306143257711,1.0642365536579148,0.0,0.06372674,0.7413544056419407,3.054635058203756,16.938567422890642
612,37.5,5225367,2554641,2670726,3135772,1842405,233521,366610,81511,707294,105888,193116,455218,246535,874091,446799,118884,62940,78304,687906,6.0,3.9,6.8,7.1,9.7,14.6,12.4,16.8,9.3,13.4,13.164740390483578,28.758056611143296,50.56253465067621,49.38962181986452,22.76136776613011,7.704817671179843,0.047843529,0.6050484109537186,10.538551646228868,8.952749156183671,10.68724933578828
613,42.2,18729,9989,8740,10074,5743,1071,1850,126,2998,888,1024,1895,2667,1669,769,79,53,64163,1632,6.4,4.1,9.5,6.8,9.9,22.1,12.2,16.3,8.4,4.2,8.713759410539804,13.722035346254472,7.923541032623205,92.07645897,4.511719792834641,0.3523946820438892,0.0,0.7902183779165999,0.2402691013935608,2.0289390784345134,14.651075871642908
614,42.6,10447,5400,5047,5429,3349,639,787,39,2517,372,676,820,1220,884,375,36,19,71274,1000,2.9,2.7,5.3,12.3,11.1,17.5,18.5,18.0,8.8,2.8,9.572125969177756,12.57777352349957,3.771417631856036,96.22858236814396,0.114865511630133,0.076577008,0.0,0.0,1.4262467694074854,2.1537283430649947,14.300756197951564
615,31.8,100686,50029,50657,60261,35369,3927,7482,770,12591,2317,4972,9201,6200,12450,6161,738,1032,68617,14841,7.1,3.9,8.0,7.7,10.4,17.2,13.3,17.6,8.5,6.4,14.739884393063583,20.242138926961047,20.74667779035814,79.22849254,7.6813062391990945,2.407484655264883,0.024829668,0.4151520568897364,3.731402578312774,6.511332260691654,10.936972369544922
616,44.0,15535,7822,7713,8329,5164,727,1622,137,3829,750,916,1694,864,1586,575,154,66,61823,1557,4.2,3.3,8.4,10.0,12.9,18.6,14.4,20.2,3.4,4.7,10.022529771483748,15.326681686514323,4.795622787254587,95.2043772127454,0.9140650144834246,0.1931123270035404,0.0,0.3154168007724493,0.5922111361441906,2.7808175088509817,12.932088831670422
617,38.6,19714,9766,9948,10178,6319,1081,1583,152,3865,629,1033,1641,1433,1847,570,116,101,67177,1833,3.5,3.0,8.9,9.5,11.1,19.6,13.9,19.6,6.2,4.8,9.297960840012175,13.361063203814547,7.644313686,92.35568631,1.2326265598052146,0.5884143248452876,0.0,0.3652226843867303,1.2021913361063203,4.255858780562037,13.13787156335599
618,39.9,930559,461287,469272,510175,324386,39550,62164,9450,102334,13676,35636,72803,48302,195110,97112,22698,13366,107035,57674,3.2,1.6,3.9,4.6,7.4,13.7,12.7,19.8,12.8,20.4,6.197780044038046,35.27836493978351,29.956295087146543,70.00491103,4.902966926331377,12.553637114895457,0.038793886,0.2950914450346512,4.601427743968948,7.603171856916112,8.188089094834396
619,46.0,16852,8364,8488,8941,5787,871,1779,251,4001,819,919,1640,1184,1661,551,79,36,56687,1946,6.2,3.8,8.1,10.4,15.0,20.3,17.1,12.0,3.5,3.6,11.547590790410634,13.808450035604084,3.311179681936862,96.67695229052931,0.6705435556610492,0.3916449086161879,0.0118680275338238,0.035604083,0.8248279136007595,1.3885592214573936,17.457868502254925
620,44.2,6182,3064,3118,3150,1943,352,640,70,1248,248,403,662,787,436,134,6,27,60784,870,4.7,4.4,10.3,8.3,12.4,21.5,13.0,19.0,4.3,2.1,14.073115496603045,9.754124878680038,3.8498867680362334,96.15011323196376,0.1294079585894532,0.420575865415723,0.0,0.5985118084762213,0.2264639275315432,2.4749272080232934,18.32740213523132
621,39.3,34594,17394,17200,18114,10903,1582,2984,217,6812,893,1906,3176,3249,4213,1275,548,122,73181,3680,3.7,3.6,8.4,7.6,9.3,18.5,15.3,19.7,6.8,7.2,10.63768283517373,17.800774700815168,3.439902873330635,96.56009712666936,0.6475111290975314,0.6793085506157137,0.0,0.04914147,0.54344684,1.520494884,14.123836503439902
622,42.1,21464,11334,10130,11707,6807,1267,2128,247,5118,1041,968,1980,1809,1629,493,110,22,51962,2964,5.5,5.7,10.5,12.0,14.2,18.4,9.3,15.1,5.8,3.5,13.809168840849797,10.501304509877004,9.355199403652628,90.21617592247485,3.456951174058889,0.4658963846440551,0.4286246738725307,0.4426015654118524,0.2376071561684681,4.752143123369363,17.261461051062245
623,42.0,13484,6760,6724,7176,4473,798,1302,178,2814,497,962,1526,920,1102,610,46,88,58930,1578,7.1,5.2,7.6,10.1,13.9,17.6,13.6,15.3,5.0,4.6,11.70275883,13.690299614357755,8.128151884,91.87184811628596,0.7045387125482053,0.6674577276772471,0.0,0.140907742509641,2.5066745772767725,4.108573123702166,14.97330169089291
624,43.2,37810,18902,18908,19712,11527,2520,4902,611,6919,1877,2800,4363,3336,3286,1068,204,155,51031,6626,6.9,6.5,12.4,9.5,13.9,18.4,11.6,12.7,5.5,2.5,17.524464427400158,12.464956360751124,4.448558582385612,95.55144141761438,0.4072996561756149,0.2618354932557524,0.0,0.063475271,0.2036498280878074,3.512298333774134,19.738164506744248
625,43.6,33691,17528,16163,19063,10019,1997,3636,373,7679,1476,2078,3470,2973,2980,1030,247,71,57223,4223,5.8,3.4,7.7,12.1,14.2,19.2,13.5,14.7,5.7,3.9,12.53450476388353,12.846160695734763,6.773322252233534,93.22667774776646,2.6772728621887154,0.3057196283874032,0.0,0.6618978362173874,0.8934136713068773,2.235018254133152,13.282479000326497
626,46.9,4967,2498,2469,2665,1519,393,644,137,1151,256,365,586,393,276,130,29,21,51868,950,8.6,9.3,8.7,9.2,11.0,20.9,10.8,11.9,2.9,6.6,19.126233138715524,9.180591907,5.919065834507751,94.08093416549224,0.301993154821824,0.1207972619287296,0.0,0.4227904167505537,0.080531508,4.9929534930541575,22.73001811958929
627,42.7,12015,6050,5965,6556,3790,811,1189,111,3513,366,629,1058,804,909,311,52,41,58900,1606,5.3,3.9,10.8,10.3,11.0,20.8,11.6,15.0,5.4,5.9,13.36662505201831,10.92800665834374,3.287557220141489,96.70411985018728,0.8739076154806492,0.2080732417811069,0.00832293,0.083229297,0.449438202247191,1.6729088639200995,17.086974615064502
628,38.8,52624,26702,25922,27363,17225,2105,4650,570,10043,1160,2745,6289,3703,5864,2567,411,162,89993,3114,2.3,1.6,6.2,5.7,9.8,15.5,14.9,20.8,11.1,12.1,5.917452113104287,17.110063849194283,9.370249316,90.62975068409852,1.8128610519914867,0.5966859227728794,0.0,0.096913956,2.987230161143205,3.8765582243843113,8.741258741258742
629,43.0,8008,3965,4043,4235,2547,557,926,199,1488,263,448,1000,742,565,344,43,26,60574,1021,3.9,4.7,14.2,6.7,11.6,19.2,14.2,15.9,6.2,3.3,12.74975024975025,12.212787212787212,3.533966033966033,96.16633366633368,0.0999001,0.4245754245754246,0.2997002997002997,0.1623376623376623,1.073926073926074,1.7732267732267732,21.79070929070929
630,45.9,17582,8916,8666,9156,5603,1177,1820,100,3803,568,1023,1855,1601,2154,738,133,86,61026,2272,5.4,3.2,9.9,9.1,14.9,17.5,14.0,16.5,4.9,4.5,12.922306904788988,17.69423273802753,4.146285974,95.83665112046413,0.7223296553293141,0.3185075645546582,0.0170629052439995,0.1080650665453304,0.5289500625639859,2.468433625298601,18.40518712319417
631,53.9,3665,1846,1819,1936,1139,350,611,43,990,147,283,413,415,201,97,44,17,53026,414,4.1,9.7,5.8,15.9,13.2,21.8,11.9,11.0,4.5,2.2,11.296043656207368,9.79536152796726,2.1828103683492497,97.81718963165076,1.0914051841746248,0.0,0.0,0.0,0.1909959072305593,0.9004092769440655,28.976807639836288
632,49.6,6374,3194,3180,3411,2033,563,549,60,1640,261,367,711,471,743,158,10,77,64946,575,1.7,1.6,12.1,12.2,10.5,18.1,14.2,21.2,5.8,2.5,9.021022905553812,15.50047066206464,4.486978349545026,95.51302165045496,0.1725760903671164,0.0,0.0,0.0313774709758393,1.2237213680577346,3.0593034201443365,17.17916535927204
633,43.5,49157,24530,24627,26781,15454,3021,4506,558,10304,1585,2778,4808,4126,5767,2255,399,165,66313,4461,4.1,3.8,7.1,7.5,14.6,18.1,12.3,18.3,7.4,6.6,9.075004577171104,17.46648493602132,9.870415200276666,90.10110462395996,2.195007832048335,0.4658543035579877,0.0284801757633704,0.0223772809569339,2.6608621356063225,4.526313648107085,13.332790853794984
634,44.5,27043,13380,13663,14767,8526,1875,2891,444,6457,1060,1589,2504,2003,2502,776,39,63,62866,2823,4.8,4.1,8.9,9.0,13.5,18.2,13.5,17.2,6.7,4.1,10.438930592020116,12.498613319528156,9.370262175054544,90.62973782494544,1.0058055689087748,0.27363828,0.0,0.08874755,4.041711348592981,3.960359427578301,17.202233480013312
635,32.6,53176,26334,26842,33764,17672,2293,4918,370,5633,1476,2283,5872,2880,5608,3479,955,1245,44847,11449,10.4,7.9,13.0,9.9,12.6,15.5,10.3,10.6,4.7,5.1,21.530389649465924,21.22574093576049,25.72589137956973,74.12178426357755,14.51970813901008,3.6388596359259817,0.1523243568527155,0.1278772378516624,2.749360613810742,4.690085752971266,16.24228975477659
636,44.0,9295,4713,4582,4820,3115,476,776,77,2202,192,513,589,1171,972,351,50,14,67429,845,4.3,3.6,7.0,5.9,17.0,19.0,12.0,18.3,9.4,3.5,9.090909090909092,14.92200107584723,3.4642280796126945,96.5034965,0.2366863905325444,0.129101668,0.032275417,0.0,0.7315761161915008,2.366863905325444,16.697149004841314
637,41.2,37043,19097,17946,19950,11187,2064,3905,360,6695,1518,2948,4125,3471,2993,1300,285,117,58384,4980,6.0,4.3,9.1,9.3,13.8,19.6,13.8,14.5,5.3,4.4,13.44383554247766,12.674459412034665,14.49126690602813,85.49253570175202,6.495154280160895,1.063628755770321,0.0161973922198526,0.2375617525578382,0.448127851415922,6.246794266123154,18.13298059012499
638,42.8,21462,10512,10950,12347,6946,1510,2207,160,4901,859,1167,1866,1974,2037,885,205,151,77607,1655,4.7,2.5,7.7,7.9,8.8,17.6,13.0,18.6,9.7,9.5,7.711303699562016,15.273506662939148,3.988444692945672,95.83449818283478,0.7035690988724257,0.5917435467337621,0.1770571242195508,0.0,0.1537601341906625,2.539371913148821,14.61187214611872
639,50.8,21942,11058,10884,11724,7483,1466,1915,171,5013,713,1211,2094,1839,3010,1236,229,135,67729,1689,3.8,2.9,7.1,8.3,13.4,19.0,16.5,17.0,6.0,6.1,7.697566311,21.00993528393036,5.140825814,94.78625467140644,0.7975571962446449,0.5696837116033179,0.072919515,0.1503964998632759,0.5423388934463585,3.080849512350743,15.062437334791722
640,42.3,13313,7779,5534,7454,3368,690,1766,132,2306,840,762,1558,1008,1116,308,102,59,63295,1865,4.5,5.5,5.7,12.3,11.0,18.9,14.5,19.5,4.4,3.6,14.008863516863215,11.905656125591529,17.10358296402013,82.89641703597988,8.848493953278751,0.3154811086907534,0.0,0.0,0.9990235108540524,6.940584391196575,14.391947720273418
641,38.3,517254,259491,257763,279633,174631,20474,38973,7639,66337,10810,25642,42703,26022,79861,34825,5429,4159,96400,42558,3.1,2.0,4.5,5.3,8.6,15.1,12.9,21.5,11.7,15.3,8.227679244626431,24.02572043908795,33.812401644066554,66.07276115796108,5.220452620956049,3.922057635127036,0.1148371979723694,0.8423327804134912,12.586659552173591,11.24089905539638,9.0479725628028
642,38.9,107421,53263,54158,61228,35705,5598,9250,1449,22376,2970,5772,11815,7139,8806,4620,746,445,65489,14520,5.8,3.8,7.3,9.6,11.7,17.7,12.0,17.8,8.7,5.6,13.516910101376824,13.607209018720734,24.395602349633684,75.60439765036632,14.535332942348331,0.9700151739417804,0.0,0.4673201701715679,3.030133772726004,5.392800290446003,14.352873274313216
643,36.1,132795,66370,66425,69760,43840,3480,8875,917,18745,2088,6779,11861,9454,19178,9370,940,884,106358,6280,2.2,1.4,2.8,2.6,6.1,15.5,14.5,27.1,14.0,13.7,4.729093715877857,22.87134305,26.41966941526413,73.58033058473588,8.048495801799767,2.9797808652434203,0.0,0.27034150382168,5.534093904137957,9.586957340261304,7.254791219548928
644,42.3,49751,25294,24457,29011,15121,3251,5312,575,9348,2560,2973,4608,4336,4754,1759,288,312,50263,7469,7.7,6.2,12.6,8.6,14.7,16.7,12.5,13.6,4.4,2.9,15.012763562541457,14.297200056280277,16.333340033366163,83.66665996663384,8.150589937890695,1.002994914675082,0.0,0.070350345,2.562762557536532,4.546642278547164,14.228859721412634
645,38.7,713159,359281,353878,388069,244990,26716,50723,8678,80024,13261,27117,55519,30259,128444,67150,15908,9252,104553,54519,3.3,2.1,4.9,5.2,7.8,12.5,12.2,18.7,11.6,21.6,7.644718779402631,30.95438745076484,32.81904876752589,67.12977049998668,6.774646327116393,8.464031162756132,0.051180732,0.7196151208916945,7.450231995950412,9.410524160811264,9.42987468432706
646,41.9,109495,55761,53734,59988,35554,6243,10906,1464,23043,4485,8573,11046,9174,9511,3842,502,412,67942,14495,4.9,4.1,7.6,8.9,12.8,16.8,15.0,16.2,8.2,5.5,13.238047399424632,13.02981871318325,11.69368464313439,88.28896297,2.7526371067172017,0.8858852002374539,0.017352390520115,0.036531348,3.464085118041919,4.554545869674414,13.217955157769762
647,40.9,15302,8608,6694,8354,4539,933,1798,197,2978,986,883,1537,1481,1011,418,73,61,55811,1840,4.6,3.8,8.7,11.6,17.8,14.2,12.4,13.5,6.4,7.1,12.024571951378906,10.214351065220232,13.769441903019214,86.23055809698079,8.025094758855051,0.4378512612730362,0.0,0.2221931773624363,0.7907463076721997,4.293556397856489,17.069664096196576
648,42.8,34221,18205,16016,19142,10939,2133,3299,360,7299,1709,2132,4103,2580,3046,1154,411,123,64588,3931,5.0,5.0,9.2,7.1,11.5,19.4,13.5,16.5,7.5,5.3,11.487098565208498,13.83361094065048,11.928348090353875,88.07165190964612,5.259928114315772,0.6107360977177756,0.0,0.0409105520002337,1.0081528885771895,5.008620437742906,15.2976242658017
649,41.9,35771,18285,17486,19373,11153,2454,3419,238,8398,1668,2087,3813,2142,3100,1183,223,197,68175,3451,3.4,2.8,8.0,10.3,11.8,17.8,13.9,19.2,7.6,5.2,9.647479802074306,13.147521735484052,8.615917922339325,91.38408207766068,3.597886556148836,0.5283609627910878,0.0,0.0139778032484414,1.4117581280925888,3.063934472058371,14.095216795728383
650,40.3,28027,13619,14408,16099,9290,1724,2837,260,6295,1302,1586,3190,1725,2695,1010,196,86,62547,2842,5.8,3.2,8.1,7.5,13.2,19.6,15.0,15.2,7.1,5.2,10.140221928854318,14.22556820209084,11.253434188461126,88.70018196738859,6.0477396795946765,0.2961430049595033,0.0463838441502836,0.1998073286473757,0.4210225853641131,4.288721589895458,13.932993185142898
651,34.9,27370,13336,14034,16816,9994,1681,2439,176,4833,801,1035,2175,1727,2678,1777,194,563,48904,4887,10.9,6.4,11.9,10.6,11.0,16.4,12.5,11.4,4.9,3.9,17.85531603945926,19.042747533796128,11.83412495432956,88.14029959810011,5.345268542199488,2.502740226525393,0.0255754475703324,0.0146145414687614,0.6649616368286445,3.306540007307271,14.537815126050422
652,40.5,311133,155933,155200,166819,106773,12165,24358,3299,49862,6246,16867,31723,20281,49733,20531,3183,1891,100101,18641,2.8,1.8,3.9,5.2,7.8,14.6,13.9,21.5,13.9,14.7,5.991328467247126,24.21408208065361,13.9766594993138,86.01948362918752,1.5385703220166296,2.8601916222322927,0.003856871,0.1812729604381406,2.100387936991576,7.296236657635159,9.658570450579012
653,34.0,171284,83922,87362,100878,60437,6278,12877,915,20827,3502,5669,14281,8332,32113,11940,2412,2019,75356,23023,8.6,3.0,5.6,8.1,10.3,14.3,13.6,17.4,9.4,9.8,13.44141892996427,28.30620489946521,19.03096611475678,80.95327059153219,8.489993227621962,5.069942318021532,0.0157632937110296,0.1821536162163424,1.0578921557179888,4.230984797178954,9.429368767660726
654,40.7,103542,49921,53621,57496,33886,6095,9984,1249,22142,4256,6157,10175,6113,11357,4370,691,606,59622,15510,6.9,4.6,7.8,9.0,14.8,16.7,14.1,14.8,5.2,6.1,14.979428637654284,16.441637210021053,23.904309362384343,76.02905101311546,17.030770122269224,1.352108323192521,0.066639625,0.0309053331015433,0.8431361186764791,4.647389465144578,13.905468312375657
655,44.0,44907,22332,22575,24823,14138,2534,5438,540,11111,1603,2749,4146,3362,4294,1473,292,129,64706,6453,4.8,3.7,9.0,9.4,11.6,18.1,12.9,17.1,7.9,5.4,14.36969737457412,13.779588928229453,4.645155543679159,95.34148351036586,1.0777829737012048,0.4587258111207606,0.0133609459549736,0.1269289865722493,0.5455719598280891,2.436145812456856,15.5454606186118
656,39.9,265512,130136,135376,147861,86773,13689,27617,2558,43933,9148,15362,29549,20171,34114,15250,2406,2443,71759,31245,4.9,3.4,7.2,7.9,10.5,18.2,14.5,16.7,8.3,8.4,11.767829702612312,20.418286179155743,14.97898400072313,85.00783392,8.565714543975414,0.959278677,0.0131820783994697,0.1419898159028594,0.7879116574768749,4.524089306698002,15.5589954502998
657,41.9,37543,18520,19023,20127,11436,2466,4168,359,7658,1820,2612,4026,2924,2877,1116,219,130,59099,6157,5.9,4.6,10.8,8.0,13.5,19.4,14.9,15.0,4.0,3.9,16.39986149215566,11.56540500226407,8.837865913752232,91.14881602429216,4.336360972751245,0.6765575473457103,0.013318062,0.0346269610846229,0.511413579,3.278906853474682,17.846203020536453
658,46.2,11740,5906,5834,6317,3894,856,869,195,2900,409,864,1137,1056,1065,298,88,37,64940,1390,5.3,4.0,11.0,8.0,11.0,17.1,16.5,17.9,5.0,4.2,11.839863713798977,12.674616695059626,5.630323679727427,94.36967632027256,0.5706984667802385,0.1788756388415673,0.0,0.008517888,1.1499148211243613,3.7223168654173766,14.437819420783644
659,45.4,13074,6433,6641,7066,3972,1080,1474,83,3148,520,860,1288,1182,1154,377,58,49,58479,1767,3.4,4.8,7.9,12.7,13.2,21.3,12.2,14.3,4.8,5.3,13.515374024782007,12.528682882055987,3.5566773749426344,96.44332262505738,0.4971699556371424,0.3059507419305491,0.0,0.061190148,0.3900871959614502,2.3022793330273825,17.24797307633471
